DATE	CPIAUCSL	MEDCPIM158SFRBCLE	PCEPI	PCEPILFE	PCETRIM12M159SFRBDAL	TRMMEANCPIM158SFRBCLE
1968-06-01	34.700		19.075	20.111		
1968-07-01	34.900		19.134	20.178		
1968-08-01	35.000		19.212	20.257		
1968-09-01	35.100		19.279	20.339		
1968-10-01	35.300		19.364	20.422		
1968-11-01	35.400		19.430	20.498		
1968-12-01	35.600		19.470	20.560		
1969-01-01	35.700		19.546	20.638		
1969-02-01	35.800		19.595	20.709		
1969-03-01	36.100		19.687	20.805		
1969-04-01	36.300		19.774	20.886		
1969-05-01	36.400		19.854	20.969		
1969-06-01	36.600		19.950	21.041		
1969-07-01	36.800		20.037	21.139		
1969-08-01	36.900		20.093	21.199		
1969-09-01	37.100		20.176	21.284		
1969-10-01	37.300		20.245	21.375		
1969-11-01	37.500		20.332	21.457		
1969-12-01	37.700		20.426	21.537		
1970-01-01	37.900		20.499	21.608		
1970-02-01	38.100		20.580	21.691		
1970-03-01	38.300		20.631	21.772		
1970-04-01	38.500		20.736	21.857		
1970-05-01	38.600		20.802	21.934		
1970-06-01	38.800		20.856	22.014		
1970-07-01	38.900		20.932	22.098		
1970-08-01	39.000		20.987	22.174		
1970-09-01	39.200		21.081	22.267		
1970-10-01	39.400		21.185	22.376		
1970-11-01	39.600		21.269	22.492		
1970-12-01	39.800		21.363	22.605		
1971-01-01	39.900		21.408	22.694		
1971-02-01	39.900		21.471	22.780		
