date,trim_monthly_chg,trim_ann_monthly_chg
1/1/1983,.0036539998836815,4.5
2/1/1983,.003266999963671,4
3/1/1983,.0025470000691712,3.099999904632568
4/1/1983,.0040090000256896,4.900000095367432
5/1/1983,.0032830000855029,4
6/1/1983,.0025500000920147,3.099999904632568
7/1/1983,.0030010000336915,3.700000047683716
8/1/1983,.0033189998939633,4.099999904632568
9/1/1983,.0027459999546409,3.299999952316284
10/1/1983,.003400000045076,4.199999809265137
11/1/1983,.0035439999774098,4.300000190734863
12/1/1983,.0027650000993162,3.400000095367432
1/1/1984,.005111999809742,6.300000190734863
2/1/1984,.0037249999586493,4.599999904632568
3/1/1984,.0032490000594407,4
4/1/1984,.0040819998830557,5
5/1/1984,.0021589999087155,2.599999904632568
6/1/1984,.0025440000463277,3.099999904632568
7/1/1984,.0036039999686182,4.400000095367432
8/1/1984,.0041290000081062,5.099999904632568
9/1/1984,.0031870000530034,3.900000095367432
10/1/1984,.0031630001030862,3.900000095367432
11/1/1984,.0022450000979006,2.700000047683716
12/1/1984,.0025979999918491,3.200000047683716
1/1/1985,.0027260000351816,3.299999952316284
2/1/1985,.0044149998575449,5.400000095367432
3/1/1985,.0040600001811981,5
4/1/1985,.0026110000908375,3.200000047683716
5/1/1985,.0019219999667257,2.299999952316284
6/1/1985,.0035610001068562,4.400000095367432
7/1/1985,.0022350000217557,2.700000047683716
8/1/1985,.0017099999822676,2.099999904632568
9/1/1985,.0024250000715256,2.900000095367432
10/1/1985,.0030380000825971,3.700000047683716
11/1/1985,.0044249999336898,5.400000095367432
12/1/1985,.0036969999782741,4.5
1/1/1986,.0034139999188483,4.199999809265137
2/1/1986,.0012440000427887,1.5
3/1/1986,.0021319999359548,2.599999904632568
4/1/1986,.0023449999280274,2.900000095367432
5/1/1986,.0018609999679029,2.299999952316284
6/1/1986,.0034390001092106,4.199999809265137
7/1/1986,.002517000073567,3.099999904632568
8/1/1986,.0027260000351816,3.299999952316284
9/1/1986,.0028750000055879,3.5
10/1/1986,.0028079999610782,3.400000095367432
11/1/1986,.0025919999461621,3.200000047683716
12/1/1986,.0030600000172853,3.700000047683716
1/1/1987,.0046700001694262,5.800000190734863
2/1/1987,.0027900000568479,3.400000095367432
3/1/1987,.0026640000287443,3.200000047683716
4/1/1987,.0043910001404583,5.400000095367432
5/1/1987,.0031489999964833,3.799999952316284
6/1/1987,.0029239999130368,3.599999904632568
7/1/1987,.0029649999924004,3.599999904632568
8/1/1987,.0040179998613894,4.900000095367432
9/1/1987,.0035540000535548,4.300000190734863
10/1/1987,.0032230000942945,3.900000095367432
11/1/1987,.0028190000448376,3.400000095367432
12/1/1987,.0014840000076219,1.799999952316284
1/1/1988,.0030940000433475,3.799999952316284
2/1/1988,.002686999971047,3.299999952316284
3/1/1988,.0030189999379218,3.700000047683716
4/1/1988,.0043239998631179,5.300000190734863
5/1/1988,.0027020000852644,3.299999952316284
6/1/1988,.0038449999410659,4.699999809265137
7/1/1988,.0039849998429418,4.900000095367432
8/1/1988,.0040040002204478,4.900000095367432
9/1/1988,.0046239998191595,5.699999809265137
10/1/1988,.0038409999106079,4.699999809265137
11/1/1988,.0027000000700355,3.299999952316284
12/1/1988,.0030189999379218,3.700000047683716
1/1/1989,.0041490001603961,5.099999904632568
2/1/1989,.003878999967128,4.800000190734863
3/1/1989,.0041519999504089,5.099999904632568
4/1/1989,.0038650000933558,4.699999809265137
5/1/1989,.0044289999641478,5.400000095367432
6/1/1989,.0029879999347031,3.599999904632568
7/1/1989,.0038240000139922,4.699999809265137
8/1/1989,.0023650000803173,2.900000095367432
9/1/1989,.002375999931246,2.900000095367432
10/1/1989,.0049120001494884,6.099999904632568
11/1/1989,.004135999828577,5.099999904632568
12/1/1989,.0037930000107735,4.599999904632568
1/1/1990,.0047980002127588,5.900000095367432
2/1/1990,.0036579999141395,4.5
3/1/1990,.0041760001331568,5.099999904632568
4/1/1990,.0032359999604523,4
5/1/1990,.0024999999441206,3
6/1/1990,.005307000130415,6.599999904632568
7/1/1990,.0047289999201894,5.800000190734863
8/1/1990,.0051779998466372,6.400000095367432
9/1/1990,.0033670000266284,4.099999904632568
10/1/1990,.0035620001144707,4.400000095367432
11/1/1990,.0035079999361187,4.300000190734863
12/1/1990,.0034990001004189,4.300000190734863
1/1/1991,.005810999777168,7.199999809265137
2/1/1991,.0031139999628067,3.799999952316284
3/1/1991,.0020999999251217,2.5
4/1/1991,.0028160000219941,3.400000095367432
5/1/1991,.0034290000330657,4.199999809265137
6/1/1991,.0023080001119524,2.799999952316284
7/1/1991,.0033990000374615,4.199999809265137
8/1/1991,.0029810001142323,3.599999904632568
9/1/1991,.0032999999821186,4
10/1/1991,.0018500000005588,2.200000047683716
11/1/1991,.0035689999349415,4.400000095367432
12/1/1991,.0031520000193268,3.799999952316284
1/1/1992,.0022809999063611,2.799999952316284
2/1/1992,.0017999999690801,2.200000047683716
3/1/1992,.0028560000937432,3.5
4/1/1992,.002295000012964,2.799999952316284
5/1/1992,.0023340000770986,2.799999952316284
6/1/1992,.0031729999464005,3.900000095367432
7/1/1992,.0023179999552667,2.799999952316284
8/1/1992,.0019809999503195,2.400000095367432
9/1/1992,.0018530000234023,2.200000047683716
10/1/1992,.003258999902755,4
11/1/1992,.0025609999429435,3.099999904632568
12/1/1992,.0019049999536946,2.299999952316284
1/1/1993,.0027650000993162,3.400000095367432
2/1/1993,.0024230000562966,2.900000095367432
3/1/1993,.0016410000389442,2
4/1/1993,.0033919999841601,4.099999904632568
5/1/1993,.002381999976933,2.900000095367432
6/1/1993,.0019869999960065,2.400000095367432
7/1/1993,.0013409999664873,1.600000023841858
8/1/1993,.0025669999886304,3.099999904632568
9/1/1993,.0019970000721514,2.400000095367432
10/1/1993,.0028230000752956,3.400000095367432
11/1/1993,.0027540000155568,3.400000095367432
12/1/1993,.0024570000823587,3
1/1/1994,.001477999961935,1.799999952316284
2/1/1994,.0025919999461621,3.200000047683716
3/1/1994,.002119000069797,2.599999904632568
4/1/1994,.0015760000096634,1.899999976158142
5/1/1994,.0023930000606924,2.900000095367432
6/1/1994,.0026579999830574,3.200000047683716
7/1/1994,.0021790000610054,2.599999904632568
8/1/1994,.0029269999358803,3.599999904632568
9/1/1994,.0021240001078695,2.599999904632568
10/1/1994,.0014179999707267,1.700000047683716
11/1/1994,.0028530000708997,3.5
12/1/1994,.0006639999919571,.800000011920929
1/1/1995,.0031449999660254,3.799999952316284
2/1/1995,.002606000052765,3.200000047683716
3/1/1995,.002248999895528,2.700000047683716
4/1/1995,.0025959999766201,3.200000047683716
5/1/1995,.0023749999236315,2.900000095367432
6/1/1995,.0016919999616221,2
7/1/1995,.001903000054881,2.299999952316284
8/1/1995,.0025979999918491,3.200000047683716
9/1/1995,.0023179999552667,2.799999952316284
10/1/1995,.0027439999394119,3.299999952316284
11/1/1995,.0017569999909028,2.099999904632568
12/1/1995,.0021569998934865,2.599999904632568
1/1/1996,.0031930000986904,3.900000095367432
2/1/1996,.0022849999368191,2.799999952316284
3/1/1996,.0023020000662655,2.799999952316284
4/1/1996,.0021379999816418,2.599999904632568
5/1/1996,.0024580000899732,3
6/1/1996,.0018860000418499,2.299999952316284
7/1/1996,.0024920001160353,3
8/1/1996,.0019170000450686,2.299999952316284
9/1/1996,.0025959999766201,3.200000047683716
10/1/1996,.0025780000723898,3.099999904632568
11/1/1996,.0026430001016706,3.200000047683716
12/1/1996,.0018550000386313,2.200000047683716
1/1/1997,.0022589999716729,2.700000047683716
2/1/1997,.0019099999917671,2.299999952316284
