DATE	CPIAUCSL	MEDCPIM158SFRBCLE	PCEPI	PCEPILFE	PCETRIM12M159SFRBDAL	TRMMEANCPIM158SFRBCLE
2007-12-01	211.445	2.98265	98.638	97.857	2.63	2.91463
2008-01-01	212.174	3.28361	98.894	98.058	2.52	3.87103
2008-02-01	212.687	2.85747	99.110	98.173	2.39	2.75458
2008-03-01	213.448	3.04049	99.416	98.394	2.46	3.60544
2008-04-01	213.942	2.24101	99.654	98.514	2.50	2.53826
2008-05-01	215.208	2.46277	100.091	98.702	2.57	3.97296
2008-06-01	217.463	4.05370	100.786	98.894	2.60	4.96973
2008-07-01	219.016	3.98913	101.218	99.029	2.71	6.50166
2008-08-01	218.690	2.94013	101.135	99.147	2.65	1.55416
2008-09-01	218.877	3.17439	101.236	99.270	2.57	2.66357
2008-10-01	216.995	2.20171	100.684	99.261	2.44	0.12127
2008-11-01	213.153	1.93625	99.545	99.255	2.37	0.43286
2008-12-01	211.398	0.36348	99.007	99.228	2.23	0.33893
2009-01-01	211.933	2.40364	99.068	99.259	2.31	1.99807
2009-02-01	212.705	2.14358	99.284	99.358	2.31	2.13134
2009-03-01	212.495	1.90829	99.193	99.480	2.20	0.39070
2009-04-01	212.709	1.86117	99.340	99.737	2.17	0.86743
2009-05-01	213.022	1.29377	99.474	99.840	2.07	0.87348
2009-06-01	214.790	0.75585	100.067	99.974	1.97	1.53712
2009-07-01	214.726	0.12583	100.020	99.991	1.71	-0.10555
2009-08-01	215.445	1.62551	100.288	100.110	1.69	1.47873
2009-09-01	215.861	0.91437	100.454	100.291	1.58	1.65766
2009-10-01	216.509	1.19037	100.764	100.581	1.61	1.96997
2009-11-01	217.234	0.51602	100.997	100.666	1.50	1.26366
2009-12-01	217.347	0.46081	101.052	100.713	1.46	0.68494
2010-01-01	217.488	0.68011	101.234	100.807	1.26	0.80093
2010-02-01	217.281	-0.10663	101.248	100.890	1.15	0.00240
2010-03-01	217.353	-0.28606	101.363	101.033	1.07	0.14650
2010-04-01	217.403	0.45262	101.349	101.061	0.95	0.47021
2010-05-01	217.290	0.27575	101.392	101.182	0.91	0.17774
2010-06-01	217.199	1.26475	101.447	101.288	0.86	0.58476
2010-07-01	217.605	0.63231	101.569	101.345	0.90	1.24060
2010-08-01	217.923	0.43021	101.713	101.442	0.91	1.00540
2010-09-01	218.275	1.53627	101.807	101.488	0.93	1.66132
2010-10-01	219.035	1.12609	102.045	101.559	0.82	0.96545
2010-11-01	219.590	1.31830	102.211	101.665	0.85	1.62356
2010-12-01	220.472	1.39338	102.455	101.667	0.88	1.56390
2011-01-01	221.187	1.64097	102.685	101.808	0.97	2.65005
2011-02-01	221.898	2.65718	102.966	101.983	1.09	3.24282
2011-03-01	223.046	1.78504	103.356	102.131	1.23	2.80257
2011-04-01	224.093	2.24910	103.808	102.384	1.39	2.75458
2011-05-01	224.806	2.21016	104.144	102.628	1.53	3.65132
2011-06-01	224.806	2.03999	104.179	102.767	1.59	1.61503
2011-07-01	225.395	2.63309	104.380	102.942	1.69	2.71768
2011-08-01	226.106	3.22985	104.618	103.157	1.76	3.33801
2011-09-01	226.597	2.31329	104.787	103.230	1.82	2.60581
2011-10-01	226.750	1.94199	104.851	103.371	1.93	1.60407
2011-11-01	227.169	1.93381	104.999	103.539	1.98	1.82346
2011-12-01	227.223	2.38157	105.018	103.656	2.06	1.61625
2012-01-01	227.842	3.19809	105.325	103.940	2.11	3.08825
2012-02-01	228.329	1.68455	105.560	104.081	2.04	1.03387
2012-03-01	228.807	2.42030	105.804	104.282	2.05	2.33466
2012-04-01	229.187	2.28514	105.943	104.461	2.02	1.90710
2012-05-01	228.713	1.73207	105.868	104.588	1.95	0.99159
2012-06-01	228.524	1.92207	105.844	104.718	1.90	1.85072
2012-07-01	228.590	2.08371	105.880	104.831	1.82	1.00104
2012-08-01	229.918	2.42387	106.238	104.890	1.78	2.35644
2012-09-01	231.015	2.28661	106.576	105.014	1.78	2.24734
2012-10-01	231.638	1.87504	106.886	105.271	1.76	2.42614
2012-11-01	231.249	2.07215	106.768	105.377	1.70	1.70918
2012-12-01	231.221	1.79065	106.758	105.442	1.62	1.29279
2013-01-01	231.612	2.74180	106.956	105.676	1.59	2.03432
2013-02-01	232.985	2.45154	107.365	105.808	1.65	2.32129
2013-03-01	232.299	1.21535	107.232	105.904	1.58	0.84691
2013-04-01	231.795	2.08888	107.138	105.968	1.43	0.67435
2013-05-01	231.916	1.95639	107.185	106.087	1.39	0.93210
2013-06-01	232.374	2.13725	107.366	106.236	1.46	1.88709
2013-07-01	232.889	2.00320	107.480	106.343	1.50	1.95187
2013-08-01	233.323	2.14803	107.633	106.468	1.50	2.49930
2013-09-01	233.632	2.23217	107.762	106.584	1.50	1.76912
2013-10-01	233.718	1.16373	107.914	106.776	1.49	1.15592
2013-11-01	234.121	2.60550	108.078	106.951	1.55	1.93906
2013-12-01	234.723	2.84465	108.275	107.076	1.60	2.18257
2014-01-01	235.385	2.40632	108.518	107.234	1.57	2.66546
2014-02-01	235.672	2.35084	108.582	107.324	1.50	1.44584
2014-03-01	235.978	2.85898	108.764	107.538	1.54	2.32556
2014-04-01	236.471	2.21494	109.005	107.741	1.68	2.48155
2014-05-01	236.832	2.54562	109.151	107.932	1.73	2.42490
2014-06-01	237.029	1.31136	109.243	108.056	1.70	1.30996
2014-07-01	237.424	2.40491	109.390	108.225	1.71	2.29537
2014-08-01	237.256	1.75173	109.378	108.285	1.68	0.79450
2014-09-01	237.486	1.93541	109.506	108.412	1.67	1.61117
2014-10-01	237.506	2.42895	109.541	108.530	1.64	1.65759
2014-11-01	237.118	2.25631	109.468	108.613	1.61	1.04863
2014-12-01	236.290	2.38340	109.255	108.682	1.58	1.48295
2015-01-01	234.913	1.96017	108.802	108.748	1.52	1.38592
2015-02-01	235.489	2.59920	108.972	108.893	1.59	1.75888
2015-03-01	235.989	2.54703	109.162	109.084	1.59	2.31421
2015-04-01	236.201	2.62941	109.252	109.249	1.61	2.13749
2015-05-01	236.891	2.33841	109.494	109.384	1.58	1.57881
2015-06-01	237.419	2.49076	109.670	109.522	1.61	2.34544
2015-07-01	237.876	2.19506	109.789	109.642	1.60	1.85265
2015-08-01	237.811	1.64488	109.799	109.753	1.61	1.42123
2015-09-01	237.467	3.10580	109.764	109.913	1.63	2.52869
2015-10-01	237.792	2.11659	109.845	109.979	1.62	1.75002
2015-11-01	238.153	2.29740	109.961	110.116	1.64	1.83083
2015-12-01	237.846	1.75868	109.871	110.191	1.62	1.07116
2016-01-01	238.106	3.00228	109.999	110.494	1.70	2.31711
2016-02-01	237.808	2.55196	109.917	110.702	1.70	2.33874
2016-03-01	238.078	1.93687	109.991	110.776	1.70	1.65759
2016-04-01	238.908	3.07615	110.351	110.995	1.71	2.31165
2016-05-01	239.362	3.23094	110.540	111.182	1.73	2.24235
2016-06-01	239.842	2.27911	110.666	111.273	1.70	1.76650
2016-07-01	239.898	2.59182	110.725	111.441	1.71	1.84211
2016-08-01	240.389	2.74896	110.902	111.659	1.74	2.58996
2016-09-01	241.006	2.24806	111.135	111.778	1.74	2.11887
2016-10-01	241.694	2.12493	111.365	111.906	1.81	2.01124
2016-11-01	242.199	2.34362	111.434	111.954	1.78	2.06522
2016-12-01	242.821	1.87447	111.632	112.114	1.86	2.39608
2017-01-01	244.158	3.26793	112.128	112.459	1.89	3.68930
2017-02-01	244.456	2.49502	112.256	112.655	1.85	2.18036
2017-03-01	243.752	1.82901	112.006	112.509	1.75	0.30506
2017-04-01	244.158	1.39040	112.198	112.655	1.70	1.04650
2017-05-01	243.846	2.15511	112.127	112.731	1.66	1.19018
